Make,Model,Color,Body_Type,kilometers_run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),CC_Displacement,Transmission,Transmission_Type,Torque(Nm),consumption,Year_Category,sport_cars,drive_easy,travel,euro,Car_Tax,Price
0.26666666666666666,0.16279069767441862,0.4285714285714286,0.25,0.8626318892435302,0.0,0.25,0.0,0.7272727272727273,0.6160771704180064,0.8333333333333334,1.0,0.6385542168674699,1.0,0.5,1,0,1,1.0,0.0,0.3225572103160189
0.9333333333333333,0.9302325581395349,0.14285714285714285,0.75,0.16948911341966702,0.0,0.25,0.5,0.5454545454545454,0.36848874598070736,0.6666666666666666,0.0,0.1686746987951807,1.0,0.5,0,0,0,1.0,0.0,0.14493280058118416
0.26666666666666666,0.313953488372093,0.8571428571428571,0.75,0.2621826018012157,0.5,0.25,0.5,0.36363636363636365,0.36848874598070736,0.6666666666666666,0.0,0.19216867469879517,0.0,0.5,0,0,0,1.0,0.0,0.07555394115510353
0.6,0.627906976744186,0.14285714285714285,0.0,0.27897497407957067,0.0,0.25,0.5,0.49090909090909085,0.36848874598070736,0.6666666666666666,0.0,0.19879518072289154,1.0,0.5,0,0,0,1.0,0.0,0.1329458772248456
0.26666666666666666,0.27906976744186046,0.8571428571428571,0.0,0.3987476874911058,0.0,0.25,0.5,0.509090909090909,0.6218649517684887,0.8333333333333334,1.0,0.3313253012048193,1.0,0.5,0,1,0,1.0,0.0,0.2891391209589539
0.6,0.5,0.4285714285714286,0.75,0.187369127243896,0.0,0.25,0.5,0.36363636363636365,0.24051446945337618,0.6666666666666666,0.0,0.12650602409638556,0.0,0.5,0,0,0,1.0,0.0,0.11587359244460588
0.26666666666666666,0.1744186046511628,0.7142857142857143,0.75,0.5399174612210047,0.0,0.25,0.5,0.5454545454545454,0.36848874598070736,0.6666666666666666,0.0,0.20090361445783134,1.0,0.5,0,0,0,1.0,0.0,0.14456956047947694
0.6,0.4883720930232558,0.14285714285714285,0.75,0.3252353168391307,0.0,0.25,0.5,0.4,0.36848874598070736,0.6666666666666666,0.0,0.19578313253012047,0.0,0.5,0,0,0,1.0,0.0,0.16382128586996003
0.6,0.47674418604651164,0.7142857142857143,0.75,0.7974140559881275,0.0,0.25,0.5,0.36363636363636365,0.24051446945337618,0.6666666666666666,0.0,0.12650602409638556,0.0,0.0,0,0,0,0.0,0.0,0.017798764983654194
0.2,0.09302325581395349,0.8571428571428571,0.0,0.09691191119965847,0.0,0.25,0.5,0.36363636363636365,0.3691318327974277,0.6666666666666666,0.0,0.18373493975903615,1.0,0.0,0,0,0,0.0,0.0,0.1264075553941155
0.7333333333333333,0.7325581395348837,0.21428571428571427,0.75,0.26984691699363683,0.0,0.25,0.5,0.23636363636363633,0.2411575562700965,0.6666666666666666,0.0,0.12951807228915663,0.0,1.0,0,0,0,1.0,0.0,0.09734834725753724
0.26666666666666666,0.2441860465116279,0.7142857142857143,0.75,0.12474333692492226,0.0,0.25,0.5,0.4,0.24051446945337618,0.9999999999999999,1.0,0.37349397590361444,0.0,1.0,0,1,0,1.0,0.0,0.333817653468943
0.26666666666666666,0.1744186046511628,0.4285714285714286,0.75,0.30169346805180025,0.5,0.25,0.5,0.5454545454545454,0.36848874598070736,0.6666666666666666,0.0,0.20180722891566266,1.0,0.5,0,0,0,1.0,0.0,0.1391209589538685
0.2,0.13953488372093023,0.4285714285714286,0.5,0.4861859358799732,0.0,0.75,0.5,0.49090909090909085,0.5614147909967846,0.6666666666666666,0.0,0.2921686746987952,1.0,0.5,0,0,0,1.0,0.0,0.14493280058118416
0.2,0.09302325581395349,0.8571428571428571,0.0,0.36794811848177444,0.0,0.25,0.5,0.36363636363636365,0.3691318327974277,0.6666666666666666,0.0,0.18373493975903615,1.0,0.5,0,0,0,1.0,0.0,0.16018888485288774
0.6,0.6162790697674418,0.7857142857142857,0.75,0.10093720140681861,0.0,0.25,0.5,0.4,0.36848874598070736,0.6666666666666666,0.0,0.19578313253012047,0.0,1.0,0,0,0,1.0,0.0,0.19251725390483107
0.26666666666666666,0.313953488372093,0.7857142857142857,0.75,0.24132427981865867,0.0,0.25,0.5,0.36363636363636365,0.36848874598070736,0.6666666666666666,0.0,0.19216867469879517,0.0,0.0,0,0,0,0.0,0.0,0.07555394115510353
0.26666666666666666,0.26744186046511625,0.14285714285714285,0.25,0.03783366199760109,0.0,0.25,0.5,0.5454545454545454,0.36848874598070736,0.6666666666666666,0.0,0.19879518072289154,1.0,1.0,0,0,0,1.0,0.0,0.2502724300762804
0.8666666666666667,0.8023255813953488,0.3571428571428571,0.75,0.15462806725080813,0.0,0.25,0.5,0.4,0.3697749196141479,0.6666666666666666,0.0,0.19578313253012047,1.0,1.0,0,0,0,1.0,0.0,0.21285869960043588
0.6,0.5581395348837209,0.7142857142857143,0.75,0.5709508223383277,0.0,0.25,0.5,0.3090909090909091,0.36848874598070736,0.6666666666666666,0.0,0.19578313253012047,0.0,0.5,0,0,0,1.0,0.0,0.1329458772248456
0.8666666666666667,0.8604651162790697,0.8571428571428571,0.25,0.026042407855414833,0.0,0.25,0.5,0.4,0.3697749196141479,0.8333333333333334,1.0,0.19578313253012047,1.0,1.0,0,0,0,1.0,0.0,0.23283690519433345
0.26666666666666666,0.1744186046511628,0.8571428571428571,0.75,0.9652564597775927,0.0,0.25,0.5,0.5454545454545454,0.36848874598070736,0.6666666666666666,0.0,0.20090361445783134,1.0,0.5,0,0,0,1.0,0.0,0.12422811478387213
0.6,0.47674418604651164,0.4285714285714286,0.75,0.2977190022159426,0.0,0.25,0.5,0.36363636363636365,0.24051446945337618,0.6666666666666666,0.0,0.12650602409638556,0.0,0.5,0,0,0,1.0,0.0,0.06501997820559391
0.26666666666666666,0.20930232558139533,0.4285714285714286,0.75,0.6074122263107606,0.0,0.25,0.5,0.509090909090909,0.36848874598070736,0.6666666666666666,0.0,0.19804216867469882,1.0,0.5,0,0,0,1.0,0.0,0.1314929168180167
0.6,0.5581395348837209,0.14285714285714285,0.75,0.24084653072841494,0.0,0.25,0.5,0.3090909090909091,0.36848874598070736,0.6666666666666666,0.0,0.19578313253012047,0.0,0.5,0,0,0,1.0,0.0,0.1714493280058118
0.26666666666666666,0.2441860465116279,0.7142857142857143,0.75,0.5606741344609568,0.0,0.25,0.5,0.4,0.24051446945337618,0.9999999999999999,1.0,0.37349397590361444,0.0,1.0,0,1,0,1.0,0.0,0.29422448238285503
0.26666666666666666,0.27906976744186046,0.7857142857142857,0.0,0.7914777694199924,0.0,0.25,0.0,0.509090909090909,0.6160771704180064,0.8333333333333334,1.0,0.6385542168674699,0.0,0.5,1,1,0,1.0,0.0,0.2993098438067562
0.2,0.11627906976744186,0.7857142857142857,0.0,0.06421151070361261,0.0,0.25,0.5,0.4545454545454546,0.5620578778135048,0.9999999999999999,1.0,0.2921686746987952,1.0,1.0,0,1,0,1.0,0.0,0.49001089720305113
0.26666666666666666,0.2441860465116279,0.14285714285714285,0.75,0.0977149362662384,0.0,0.25,0.5,0.4,0.36848874598070736,0.6666666666666666,0.0,0.20180722891566266,0.0,1.0,0,0,0,1.0,0.0,0.2615328732292045
0.7333333333333333,0.7325581395348837,0.21428571428571427,0.75,0.21223240968509222,0.0,0.25,0.5,0.23636363636363633,0.2411575562700965,0.6666666666666666,0.0,0.12951807228915663,0.0,0.5,0,0,0,1.0,0.0,0.11623683254631309
0.6,0.6046511627906976,0.14285714285714285,0.75,0.02395860863201122,0.0,0.25,0.5,0.2181818181818182,0.24051446945337618,0.6666666666666666,0.0,0.12650602409638556,0.0,0.5,0,0,0,1.0,0.0,0.0831819832909553
0.6,0.5232558139534884,0.2857142857142857,0.0,0.6438533005346725,0.0,0.25,0.0,0.4,0.40128617363344055,0.6666666666666666,0.0,0.42771084337349397,0.0,0.5,0,0,0,1.0,0.0,0.1950599346167817
0.26666666666666666,0.2441860465116279,0.8571428571428571,0.75,0.236262172436927,0.0,0.25,0.5,0.4,0.24051446945337618,0.8333333333333334,1.0,0.37349397590361444,0.0,1.0,0,1,0,1.0,0.0,0.2876861605521249
0.5333333333333333,0.4069767441860465,0.14285714285714285,0.25,0.6995669763565026,0.0,0.75,0.0,0.8181818181818181,0.5588424437299035,0.6666666666666666,0.0,0.5783132530120482,1.0,0.5,0,0,1,1.0,0.0,0.2208499818379949
0.26666666666666666,0.313953488372093,0.7857142857142857,0.75,0.34835024090752,0.0,0.25,0.5,0.36363636363636365,0.36848874598070736,0.6666666666666666,0.0,0.15385542168674698,1.0,0.5,0,0,0,1.0,0.0,0.08972030512168541
0.6,0.4883720930232558,0.14285714285714285,0.75,0.6293886844619733,0.5,0.25,0.5,0.4,0.36848874598070736,0.6666666666666666,0.0,0.19578313253012047,0.0,0.5,0,0,0,1.0,0.0,0.1329458772248456
0.6,0.5348837209302325,0.7857142857142857,0.5,0.25486389233365186,0.0,0.25,0.5,0.4545454545454546,0.36848874598070736,0.6666666666666666,0.0,0.1506024096385542,1.0,1.0,0,0,0,1.0,0.0,0.10642934980021793
0.6,0.6162790697674418,0.8571428571428571,0.75,0.4665270690601558,0.0,0.25,0.5,0.49090909090909085,0.36848874598070736,0.6666666666666666,0.0,0.19879518072289154,1.0,0.0,0,0,0,0.0,0.0,0.09226298583363604
0.26666666666666666,0.20930232558139533,0.4285714285714286,0.75,0.10792047002378582,0.0,0.25,0.5,0.509090909090909,0.36848874598070736,0.6666666666666666,0.0,0.19804216867469882,1.0,0.5,0,0,0,1.0,0.0,0.12422811478387213
0.6,0.5232558139534884,0.14285714285714285,0.0,0.2722661570676371,0.0,0.25,0.5,0.4,0.5627009646302251,0.6666666666666666,0.0,0.19578313253012047,0.0,0.5,0,0,0,1.0,0.0,0.20741009807482744
0.26666666666666666,0.3023255813953488,0.14285714285714285,0.0,0.6663786618959524,0.5,0.25,0.5,0.509090909090909,0.36848874598070736,0.6666666666666666,0.0,0.19879518072289154,1.0,0.5,0,0,0,1.0,0.0,0.09698510715583
0.8666666666666667,0.813953488372093,0.07142857142857142,0.25,0.3763646343694729,0.0,0.25,0.0,0.6363636363636364,0.8565916398713826,0.8333333333333334,1.0,0.9096385542168675,1.0,1.0,1,0,0,1.0,0.0,0.6480203414456955
0.6,0.5116279069767442,0.4285714285714286,0.0,0.12642054117790563,0.0,0.25,0.5,0.509090909090909,0.5389067524115756,0.5,1.0,0.2710843373493976,0.0,1.0,0,1,0,1.0,0.0,0.34507809662186695
0.8666666666666667,0.8023255813953488,0.7142857142857143,0.75,0.0042997418121937855,0.0,0.25,0.5,0.4,0.3697749196141479,0.8333333333333334,1.0,0.19578313253012047,1.0,1.0,0,1,0,1.0,0.0,0.26589175444969126
0.26666666666666666,0.16279069767441862,0.07142857142857142,0.25,0.11352131574132429,0.0,0.25,0.5,0.6363636363636364,0.46881028938906755,0.9999999999999999,1.0,0.5849397590361446,1.0,1.0,1,0,0,1.0,0.0,0.564475118053033
0.6,0.4883720930232558,0.14285714285714285,0.75,0.8059830449897335,0.0,0.25,0.5,0.4,0.36848874598070736,0.6666666666666666,0.0,0.19578313253012047,0.0,0.5,0,0,0,1.0,0.0,0.1380312386487468
0.6,0.6511627906976745,0.8571428571428571,0.75,0.836162556669174,0.0,0.25,0.5,0.3090909090909091,0.24051446945337618,0.6666666666666666,0.0,0.12650602409638556,0.0,0.5,0,0,0,1.0,0.0,0.08390846349436978
0.7333333333333333,0.7325581395348837,0.21428571428571427,0.75,0.21112443839069714,0.0,0.25,0.5,0.23636363636363633,0.2411575562700965,0.6666666666666666,0.0,0.12951807228915663,0.0,1.0,0,0,0,1.0,0.0,0.10461314929168178
0.26666666666666666,0.20930232558139533,0.4285714285714286,0.75,0.4003029132529631,0.0,0.25,0.5,0.509090909090909,0.36848874598070736,0.6666666666666666,0.0,0.19804216867469882,1.0,0.5,0,0,0,1.0,0.0,0.14130039956411186
0.26666666666666666,0.23255813953488372,0.8571428571428571,0.75,0.1722742889670455,0.0,0.25,0.5,0.36363636363636365,0.2971061093247588,0.6666666666666666,0.0,0.15382530120481924,0.0,1.0,0,0,0,1.0,0.0,0.12822375590265164
1.0,1.0,0.4285714285714286,0.0,0.7099249832279575,0.0,0.25,0.5,0.7272727272727273,0.36848874598070736,0.9999999999999999,1.0,0.3825301204819277,1.0,0.5,0,1,0,1.0,0.0,0.19687613512531785
0.8666666666666667,0.813953488372093,0.8571428571428571,0.25,0.15219866230254733,0.0,0.25,0.0,0.6363636363636364,0.8565916398713826,0.8333333333333334,1.0,0.9096385542168675,1.0,1.0,1,0,0,1.0,0.0,0.6127860515800942
0.13333333333333333,0.046511627906976744,0.4285714285714286,0.25,0.5539856471975442,0.5,0.25,0.5,0.6727272727272727,0.5627009646302251,0.8333333333333334,1.0,0.27710843373493976,1.0,0.5,0,0,1,1.0,0.0,0.15764620414093716
0.26666666666666666,0.27906976744186046,0.2857142857142857,0.0,0.8808473439183558,0.0,0.25,0.0,0.509090909090909,0.6160771704180064,0.8333333333333334,1.0,0.3313253012048193,0.0,0.5,0,1,0,1.0,0.0,0.2720668361787141
0.26666666666666666,0.3372093023255814,0.2857142857142857,1.0,0.545111711968123,0.0,0.25,0.5,0.5454545454545454,0.36848874598070736,0.6666666666666666,0.0,0.20180722891566266,1.0,0.5,0,0,0,1.0,0.0,0.15873592444605883
0.26666666666666666,0.20930232558139533,0.4285714285714286,0.75,0.18091443208847507,0.5,0.25,0.5,0.509090909090909,0.36848874598070736,0.6666666666666666,0.0,0.19804216867469882,1.0,1.0,0,0,0,1.0,0.0,0.1529240828187432
0.26666666666666666,0.1744186046511628,0.8571428571428571,0.75,0.9804631116713087,0.0,0.25,0.5,0.5454545454545454,0.36848874598070736,0.6666666666666666,0.0,0.20180722891566266,1.0,0.5,0,0,0,1.0,0.0,0.1391209589538685
0.7333333333333333,0.7325581395348837,0.4285714285714286,0.75,0.03719327491918925,0.0,0.25,0.5,0.23636363636363633,0.112540192926045,0.6666666666666666,0.0,0.07228915662650601,0.0,0.5,0,0,0,1.0,0.0,0.08136578278241915
0.26666666666666666,0.3372093023255814,0.8571428571428571,1.0,0.23947427270324667,0.5,0.25,0.5,0.5454545454545454,0.36848874598070736,0.6666666666666666,0.0,0.20180722891566266,1.0,0.5,0,0,0,1.0,0.0,0.1634580457682528
0.6,0.5930232558139534,0.14285714285714285,0.25,0.5201772754071032,0.5,0.25,0.0,0.6,0.40128617363344055,0.6666666666666666,0.0,0.45783132530120485,0.0,0.5,0,0,0,1.0,0.0,0.22484562295677438
0.26666666666666666,0.1744186046511628,0.8571428571428571,0.75,0.4946024517676717,0.5,0.25,0.5,0.5454545454545454,0.36848874598070736,0.6666666666666666,0.0,0.20180722891566266,1.0,0.5,0,0,0,1.0,0.0,0.14602252088630585
0.6,0.5930232558139534,0.2857142857142857,0.25,0.8379312447905021,0.0,0.25,0.0,0.6,0.40128617363344055,0.6666666666666666,0.0,0.45783132530120485,0.0,0.5,0,0,0,1.0,0.0,0.16818016709044675
0.26666666666666666,0.3372093023255814,0.2857142857142857,1.0,0.33501392587773693,0.5,0.25,0.5,0.5454545454545454,0.36848874598070736,0.6666666666666666,0.0,0.20180722891566266,1.0,0.5,0,0,0,1.0,0.0,0.18379949146385763
0.2,0.11627906976744186,0.2857142857142857,0.0,0.13516233304194028,0.0,0.25,0.5,0.4545454545454546,0.5620578778135048,0.8333333333333334,1.0,0.2921686746987952,1.0,1.0,0,1,0,1.0,0.0,0.42717035960770067
0.13333333333333333,0.046511627906976744,0.2857142857142857,0.25,0.3525076744800667,0.0,0.25,0.5,0.6727272727272727,0.5607717041800643,0.6666666666666666,0.0,0.3042168674698795,1.0,0.5,0,0,1,1.0,0.0,0.21612786051580093
0.6,0.6162790697674418,0.7142857142857143,0.75,0.37693386732806117,0.5,0.25,0.5,0.4,0.36848874598070736,0.6666666666666666,0.0,0.19578313253012047,0.0,1.0,0,0,0,1.0,0.0,0.1598256447511805
0.6666666666666666,0.6744186046511628,0.7857142857142857,0.25,0.07196730976437822,0.0,0.25,0.5,0.4545454545454546,0.2411575562700965,0.6666666666666666,0.0,0.3373493975903614,0.0,1.0,0,0,0,1.0,0.0,0.25317835088993823
0.6,0.4883720930232558,0.4285714285714286,0.75,0.2694606517717376,0.0,0.25,0.5,0.4,0.36848874598070736,0.0,1.0,0.19578313253012047,1.0,0.5,0,1,0,1.0,0.0,0.19469669451507446
0.26666666666666666,0.3023255813953488,0.14285714285714285,0.0,0.47763727662688815,0.0,0.25,0.5,0.509090909090909,0.36848874598070736,0.6666666666666666,0.0,0.19879518072289154,1.0,0.5,0,0,0,1.0,0.0,0.10243370868143845
0.6,0.5116279069767442,0.4285714285714286,0.0,0.11093943767915593,0.0,0.25,0.5,0.509090909090909,0.5627009646302251,0.6666666666666666,0.0,0.2710843373493976,0.0,1.0,0,0,0,1.0,0.0,0.3258263712313839
0.6,0.5,0.4285714285714286,0.75,0.049553762019963817,0.0,0.25,0.5,0.36363636363636365,0.24051446945337618,0.6666666666666666,0.0,0.12650602409638556,0.0,1.0,0,0,0,1.0,0.0,0.15691972393752268
1.0,0.9883720930232558,0.7142857142857143,0.75,0.19628372197035926,0.0,0.25,0.5,0.5454545454545454,0.2411575562700965,0.6666666666666666,0.0,0.14156626506024095,1.0,1.0,0,0,0,1.0,0.0,0.17108608790410462
0.8666666666666667,0.8023255813953488,0.7142857142857143,0.75,0.07565715912094169,0.0,0.25,0.5,0.4,0.3697749196141479,0.6666666666666666,0.0,0.27710843373493976,1.0,1.0,0,0,0,1.0,0.0,0.2778786778060297
0.26666666666666666,0.16279069767441862,0.7142857142857143,0.25,0.5852528004228589,0.0,0.25,0.5,0.7272727272727273,0.6218649517684887,0.8333333333333334,1.0,0.3102409638554217,1.0,0.5,1,0,1,1.0,0.0,0.35779150018162
0.6,0.6046511627906976,0.4285714285714286,0.75,0.17448006668157517,0.0,0.25,0.5,0.2181818181818182,0.24051446945337618,0.6666666666666666,0.0,0.12650602409638556,0.0,1.0,0,0,0,1.0,0.0,0.09771158735924446
0.6,0.6046511627906976,0.4285714285714286,0.75,0.16362398097135541,0.0,0.25,0.5,0.2181818181818182,0.24051446945337618,0.6666666666666666,0.0,0.12650602409638556,0.0,1.0,0,0,0,1.0,0.0,0.09916454776607339
0.6,0.6162790697674418,0.7142857142857143,0.75,0.7783752464982009,0.0,0.25,0.0,0.509090909090909,0.40128617363344055,0.6666666666666666,0.0,0.42771084337349397,0.0,0.0,0,0,0,0.0,0.0,0.10279694878314566
0.6,0.5116279069767442,0.8571428571428571,0.0,0.09416739514932201,0.0,0.25,0.5,0.509090909090909,0.5389067524115756,0.6666666666666666,0.0,0.2710843373493976,0.0,1.0,0,0,0,1.0,0.0,0.25935343261896115
0.2,0.1511627906976744,0.7857142857142857,0.25,0.2817093252556466,0.0,0.25,0.5,0.4545454545454546,0.3697749196141479,0.6666666666666666,0.0,0.18674698795180722,1.0,0.5,0,0,0,1.0,0.0,0.21903378132945875
0.9333333333333333,0.9186046511627907,0.4285714285714286,0.0,0.7241659720669256,0.0,0.25,0.5,0.5454545454545454,0.5607717041800643,0.6666666666666666,0.0,0.25301204819277107,1.0,0.5,0,0,0,1.0,0.0,0.11551035234289866
0.6,0.5232558139534884,0.14285714285714285,0.0,0.3639533228973958,0.5,0.25,0.5,0.4,0.36848874598070736,0.6666666666666666,0.0,0.19578313253012047,0.0,0.5,0,0,0,1.0,0.0,0.14747548129313476
0.26666666666666666,0.313953488372093,0.7857142857142857,0.75,0.7241354774441441,0.0,0.25,0.5,0.36363636363636365,0.36848874598070736,0.5,1.0,0.19216867469879517,1.0,0.0,0,1,0,0.0,0.0,0.06320377769705776
0.26666666666666666,0.27906976744186046,0.8571428571428571,0.0,0.5554392242167965,0.0,0.25,0.0,0.509090909090909,0.6160771704180064,0.8333333333333334,1.0,0.3313253012048193,0.0,0.5,0,1,0,1.0,0.0,0.26371231383944793
0.26666666666666666,0.1744186046511628,0.7142857142857143,0.75,0.7798389883917136,0.0,0.25,0.5,0.5454545454545454,0.36848874598070736,0.6666666666666666,0.0,0.20090361445783134,1.0,0.5,0,0,0,1.0,0.0,0.12931347620777334
1.0,1.0,0.7857142857142857,0.0,0.6825916363414585,0.5,0.25,0.5,0.7272727272727273,0.6263665594855305,0.6666666666666666,0.0,0.31626506024096385,1.0,0.5,0,0,0,1.0,0.0,0.11805303305484924
0.7333333333333333,0.7674418604651163,0.9285714285714286,0.5,0.6255666917400232,0.0,0.75,0.5,0.4545454545454546,0.2411575562700965,0.6666666666666666,0.0,0.14457831325301207,1.0,1.0,0,0,0,1.0,0.0,0.19941881583726842
0.6,0.5232558139534884,0.2857142857142857,0.0,0.5969830653194821,0.0,0.25,0.5,0.4,0.36848874598070736,0.6666666666666666,0.0,0.19578313253012047,0.0,0.5,0,0,0,1.0,0.0,0.17290228841264074
0.26666666666666666,0.27906976744186046,0.8571428571428571,0.0,0.8385004777490903,0.0,0.25,0.0,0.509090909090909,0.6160771704180064,0.8333333333333334,1.0,0.6385542168674699,0.0,0.5,1,1,0,1.0,0.0,0.3047584453323646
0.26666666666666666,0.1744186046511628,0.7857142857142857,0.75,0.3285490658480555,0.5,0.25,0.5,0.5454545454545454,0.36848874598070736,0.6666666666666666,0.0,0.20090361445783134,1.0,0.5,0,0,0,1.0,0.0,0.1405739193606974
0.2,0.1511627906976744,0.7857142857142857,0.25,0.8201223850860966,0.0,0.25,0.0,0.4545454545454546,0.5620578778135048,0.8333333333333334,1.0,0.45783132530120485,0.0,0.5,0,0,0,1.0,0.0,0.2375590265165274
1.0,0.9883720930232558,0.7857142857142857,0.75,0.2974343857366485,0.0,0.25,0.5,0.5454545454545454,0.2411575562700965,0.6666666666666666,0.0,0.14156626506024095,1.0,0.5,0,0,0,1.0,0.0,0.20123501634580457
0.6666666666666666,0.6744186046511628,0.7142857142857143,0.25,0.040781475533147656,0.0,0.25,0.5,0.4545454545454546,0.2411575562700965,0.0,1.0,0.3132530120481928,1.0,1.0,0,0,0,1.0,0.0,0.32074100980748266
0.26666666666666666,0.26744186046511625,0.14285714285714285,0.25,0.07883876476447987,0.0,0.25,0.5,0.5454545454545454,0.24051446945337618,0.8333333333333334,1.0,0.37228915662650597,1.0,1.0,0,0,0,1.0,0.0,0.31093352706138755
