ID,Make,Model,Make_Year,Color,Body_Type,kilometers_run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),CC_Displacement,Transmission,Transmission_Type,Power(BHP),Torque(Nm),kilometer_at_liter,Price
0,Volkswagen,Ameo,2017,silver,sedan,44611.0,1,5,diesel,45,1498,7-Speed,Automatic,109.0,250.0,21.66,7300.0
1,Hyundai,i20Active,2016,red,crossover,20305.0,1,5,petrol,45,1197,5-Speed,Manual,82.0,115.0,17.19,7577.777777777777
2,Honda,WR-V,2019,white,suv,29540.0,2,5,petrol,40,1199,5-Speed,Manual,88.5,110.0,16.5,8811.111111111111
3,Renault,Kwid,2017,bronze,hatchback,35680.0,1,5,petrol,28,999,5-Speed,Manual,67.0,91.0,21.7,4600.0
4,Hyundai,Grandi10,2017,orange,hatchback,25126.0,1,5,petrol,43,1197,5-Speed,Manual,81.86,113.75,18.9,5722.222222222223
5,Hyundai,Elitei20,2016,red,hatchback,52261.0,1,5,petrol,45,1197,5-Speed,Manual,81.83,114.7,18.6,6711.111111111111
6,Honda,Brio,2012,grey,hatchback,28108.0,2,5,petrol,35,1198,5-Speed,Manual,86.8,109.0,19.4,3511.1111111111113
7,Tata,Harrier,2019,grey,suv,92603.0,1,5,diesel,50,1956,6-Speed,Automatic,138.0,350.0,17.0,15766.666666666666
8,Hyundai,Grandi10Nios,2021,blue,hatchback,16304.0,1,5,petrol,37,1197,5-Speed,Manual,81.86,113.75,20.07,7888.888888888889
9,Renault,Kwid,2019,bronze,hatchback,26350.0,2,5,petrol,28,999,5-Speed,Manual,67.0,91.0,22.0,4355.555555555556
10,Renault,Triber,2020,yellow,muv,35400.0,1,7,petrol,40,999,5-Speed,Manual,71.0,96.0,20.0,6811.111111111111
11,Chevrolet,Cruze,2013,white,sedan,71450.0,1,5,diesel,60,1991,6-Speed,Automatic,164.0,380.0,17.0,6644.444444444444
12,Hyundai,Venue,2019,grey,suv,32395.0,1,5,petrol,45,998,7-Speed,Automatic,118.35,171.6,18.15,10766.666666666666
13,Tata,Safari,2021,grey,suv,15059.0,1,7,diesel,50,1956,6-Speed,Automatic,167.67,350.0,17.0,23333.333333333332
14,MarutiSuzuki,Swift,2019,white,hatchback,31994.0,1,5,petrol,37,1197,5-Speed,Manual,81.8,113.0,21.21,7400.0
15,Toyota,Yaris,2020,white,sedan,13768.0,1,5,petrol,42,1496,CVT,Automatic,105.94,140.0,17.18,11544.444444444445
16,Tata,Punch,2022,beige,suv,3174.0,1,5,petrol,37,1199,5-Speed,Manual,84.0,113.0,18.9,9533.333333333334
17,Renault,Duster,2017,orange,suv,70137.0,1,5,diesel,50,1461,6-Speed,Automatic,108.45,245.0,19.6,9555.555555555555
18,Toyota,Yaris,2018,white,sedan,35913.0,2,5,petrol,42,1496,6-Speed,Automatic,105.94,140.0,17.18,7555.555555555556
19,Hyundai,Elitei20,2018,blue,hatchback,19056.0,1,5,petrol,45,1197,5-Speed,Manual,82.85,113.7,18.6,6944.444444444444
20,Volkswagen,Ameo,2017,brown,sedan,32492.0,1,5,petrol,45,1198,5-Speed,Manual,73.75,110.0,17.0,6300.0
21,MarutiSuzuki,Celerio,2014,yellow,hatchback,22598.0,1,5,petrol,35,998,5-Speed,Manual,67.04,90.0,23.1,4122.222222222223
22,Hyundai,Creta,2019,grey,suv,85981.0,1,5,diesel,55,1582,6-Speed,Automatic,126.0,260.0,15.8,11955.555555555555
23,Toyota,EtiosLiva,2017,blue,hatchback,17791.0,1,5,petrol,45,1197,5-Speed,Manual,79.0,104.0,18.16,6522.222222222223
24,Hyundai,i10,2016,white,hatchback,26910.0,2,5,petrol,35,1197,5-Speed,Manual,78.9,111.8,20.36,4400.0
25,MarutiSuzuki,SwiftDzire,2014,blue,sedan,28562.0,1,5,petrol,42,1197,5-Speed,Manual,85.8,114.0,19.1,6155.555555555556
26,Hyundai,Verna,2019,white,sedan,40345.0,1,5,petrol,43,1591,6-Speed,Automatic,121.0,158.0,17.4,10933.333333333334
27,MarutiSuzuki,Celerio,2019,grey,hatchback,19550.0,1,5,petrol,35,998,5-Speed,Manual,67.04,90.0,23.1,5633.333333333333
28,Hyundai,Elitei20,2017,red,hatchback,54233.0,1,5,petrol,45,1197,5-Speed,Manual,81.83,114.7,18.6,6511.111111111111
29,MarutiSuzuki,Baleno,2017,blue,hatchback,33113.0,1,5,petrol,37,1197,5-Speed,Manual,81.8,113.0,21.01,7100.0
30,MarutiSuzuki,AltoK10,2011,red,hatchback,79565.0,1,5,petrol,35,998,5-Speed,Manual,67.1,90.0,20.92,2633.3333333333335
31,Honda,Amaze,2013,white,sedan,10651.0,1,5,petrol,35,1198,5-Speed,Manual,86.9,109.0,18.0,5955.555555555556
32,Renault,Kwid,2020,bronze,hatchback,27664.0,1,5,petrol,28,999,5-Speed,Manual,67.0,91.0,21.7,5066.666666666667
33,Hyundai,Newi20,2021,red,hatchback,13389.0,1,5,petrol,37,998,7-Speed,Automatic,118.0,172.0,20.2,12300.0
34,Hyundai,Elitei20,2016,grey,hatchback,30797.0,2,5,petrol,45,1197,5-Speed,Manual,82.0,115.0,18.6,6344.444444444444
35,Honda,Mobilio,2015,grey,muv,48947.0,1,7,petrol,42,1497,5-Speed,Manual,118.0,145.0,17.3,6522.222222222223
36,Honda,Amaze,2017,white,sedan,37315.0,1,5,petrol,35,1198,5-Speed,Manual,86.9,109.0,18.0,6988.888888888889
37,MarutiSuzuki,Swift,2022,silver,hatchback,11047.0,1,5,petrol,37,1197,5-Speed,Manual,81.8,113.0,21.21,7977.777777777777
38,Hyundai,i10,2013,silver,hatchback,24858.0,1,5,petrol,35,1197,5-Speed,Manual,78.9,111.8,20.36,4400.0
39,Hyundai,Venue,2022,blue,suv,4839.0,1,5,petrol,45,1197,5-Speed,Manual,82.0,114.0,17.5,9744.444444444445
40,Tata,Altroz,2020,golden,hatchback,16329.0,1,5,petrol,37,1199,5-Speed,Manual,84.82,113.0,19.05,8600.0
41,MarutiSuzuki,Ignis,2018,red,hatchback,57286.0,1,5,petrol,32,1197,5-Speed,Manual,81.8,113.0,20.89,6155.555555555556
42,Tata,Punch,2022,white,suv,3679.0,1,5,petrol,37,1199,6-Speed,Automatic,84.0,113.0,18.9,9211.111111111111
43,Hyundai,Elitei20,2014,white,hatchback,96077.0,1,5,petrol,45,1197,5-Speed,Manual,81.83,114.7,18.6,5888.888888888889
44,MarutiSuzuki,AltoK10,2017,grey,hatchback,30406.0,1,5,petrol,35,998,5-Speed,Manual,67.0,90.0,24.07,4077.777777777778
45,Hyundai,Grandi10,2018,grey,hatchback,60873.0,1,5,petrol,43,1197,5-Speed,Manual,81.86,113.75,18.9,6111.111111111111
46,MarutiSuzuki,Ignis,2018,blue,hatchback,24811.0,1,5,petrol,32,1197,5-Speed,Manual,81.8,113.0,20.89,7333.333333333333
47,Hyundai,Newi20,2021,red,hatchback,56275.0,1,5,petrol,37,998,7-Speed,Automatic,118.0,172.0,20.2,11088.888888888889
48,Hyundai,Verna,2018,silver,sedan,78981.0,1,5,diesel,43,1582,6-Speed,Automatic,126.0,260.0,24.75,11244.444444444445
49,Honda,City,2021,silver,sedan,7434.0,1,5,petrol,40,1498,7-Speed,Automatic,119.35,145.0,17.0,17077.777777777777
50,Hyundai,Newi20,2021,blue,hatchback,10730.0,1,5,petrol,37,1197,5-Speed,Manual,82.0,115.0,21.0,10088.888888888889
51,Renault,Kwid,2019,bronze,hatchback,21996.0,1,5,petrol,28,999,5-Speed,Manual,67.0,91.0,22.0,5644.444444444444
52,MarutiSuzuki,S-Presso,2019,blue,hatchback,3474.0,1,5,petrol,27,998,5-Speed,Manual,67.0,90.0,21.7,4633.333333333333
53,MarutiSuzuki,Dzire,2017,brown,sedan,64458.0,1,5,diesel,37,1248,5-Speed,Manual,74.0,190.0,28.4,8055.555555555556
54,Hyundai,Newi20,2020,white,hatchback,24360.0,1,5,petrol,37,998,6-Speed,Automatic,118.0,172.0,20.2,10888.888888888889
55,Mahindra,TUV300,2017,blue,suv,69939.0,1,7,diesel,60,1493,5-Speed,Manual,100.0,240.0,18.49,8844.444444444445
56,Hyundai,i10,2016,silver,hatchback,35387.0,1,5,petrol,35,1197,5-Speed,Manual,68.0,99.08,19.81,4833.333333333333
57,MarutiSuzuki,Baleno,2015,blue,hatchback,63035.0,2,5,petrol,37,1197,5-Speed,Manual,81.8,113.0,21.01,6155.555555555556
58,MarutiSuzuki,Eeco,2020,silver,muv,26190.0,1,5,petrol,40,1197,5-Speed,Manual,72.42,98.0,16.11,5344.444444444444
59,MarutiSuzuki,Swift,2013,white,hatchback,47013.0,1,5,petrol,42,1197,5-Speed,Manual,85.8,114.0,18.6,4911.111111111111
60,Hyundai,Grandi10,2019,grey,hatchback,11734.0,1,5,petrol,43,1197,5-Speed,Manual,81.86,113.75,18.9,5888.888888888889
61,MarutiSuzuki,Dzire,2018,blue,sedan,27902.0,1,5,petrol,37,1499,5-Speed,Manual,88.5,113.0,24.12,8433.333333333334
62,Hyundai,Xcent,2015,blue,sedan,66674.0,2,5,petrol,43,1197,5-Speed,Manual,81.0,114.0,19.1,5055.555555555556
63,Tata,Harrier,2021,black,suv,38143.0,1,5,diesel,50,1956,6-Speed,Automatic,140.0,350.0,17.0,21911.11111111111
64,MarutiSuzuki,Ciaz,2021,grey,sedan,13554.0,1,5,petrol,43,1462,4-Speed,Automatic,103.25,138.0,20.0,12644.444444444445
65,Tata,Altroz,2022,red,hatchback,1540.0,1,5,petrol,37,1199,6-Speed,Automatic,84.82,113.0,19.05,10222.222222222223
66,Hyundai,Creta,2021,black,suv,12285.0,1,5,petrol,50,1353,7-Speed,Automatic,138.0,242.2,16.8,19355.555555555555
67,MarutiSuzuki,Baleno,2015,blue,hatchback,80408.0,1,5,petrol,37,1197,5-Speed,Manual,81.8,113.0,21.01,6311.111111111111
68,MarutiSuzuki,WagonR1.0,2016,white,hatchback,83377.0,1,5,petrol,32,998,5-Speed,Manual,67.05,90.0,21.79,4655.555555555556
69,Renault,Kwid,2020,bronze,hatchback,21887.0,1,5,petrol,28,999,5-Speed,Manual,67.0,91.0,22.0,5288.888888888889
70,Hyundai,Grandi10,2019,grey,hatchback,40498.0,1,5,petrol,43,1197,5-Speed,Manual,81.86,113.75,18.9,6411.111111111111
71,Hyundai,NewSantro1.1,2020,white,hatchback,18065.0,1,5,petrol,35,1086,5-Speed,Manual,68.07,99.07,20.3,6011.111111111111
72,Volkswagen,Vento,2016,grey,sedan,70958.0,1,5,petrol,55,1197,7-Speed,Automatic,103.0,175.0,18.19,8111.111111111111
73,Tata,Harrier,2021,white,suv,16090.0,1,5,diesel,50,1956,6-Speed,Automatic,138.0,350.0,17.0,20833.333333333332
74,Ford,EcoSport,2015,grey,suv,55617.0,2,5,petrol,52,1499,6-Speed,Automatic,109.0,140.0,16.5,6911.111111111111
75,Hyundai,Verna,2018,brown,sedan,87773.0,1,5,diesel,43,1582,6-Speed,Automatic,121.0,158.0,24.75,10411.111111111111
76,Hyundai,i20Active,2016,brown,crossover,54744.0,1,5,petrol,45,1197,5-Speed,Manual,82.0,115.0,17.19,6944.444444444444
77,Hyundai,Grandi10,2020,grey,hatchback,18915.0,2,5,petrol,43,1197,5-Speed,Manual,81.86,113.75,18.9,6766.666666666667
78,Hyundai,Elitei20,2016,white,hatchback,97573.0,1,5,petrol,45,1197,5-Speed,Manual,82.0,115.0,18.6,6344.444444444444
79,Renault,Kwid,2019,grey,hatchback,4776.0,1,5,petrol,28,799,5-Speed,Manual,53.3,72.0,25.17,4577.777777777777
80,Hyundai,i20Active,2018,white,crossover,24676.0,2,5,petrol,45,1197,5-Speed,Manual,82.0,115.0,17.19,7088.888888888889
81,MarutiSuzuki,S-Cross,2018,blue,suv,52291.0,2,5,diesel,48,1248,5-Speed,Manual,89.0,200.0,23.65,8966.666666666666
82,Hyundai,Elitei20,2017,white,hatchback,49775.0,2,5,petrol,45,1197,5-Speed,Manual,82.0,115.0,18.6,6555.555555555556
83,MarutiSuzuki,S-Cross,2017,brown,suv,83551.0,1,5,diesel,48,1248,5-Speed,Manual,89.0,200.0,23.65,7233.333333333333
84,Hyundai,i20Active,2018,brown,crossover,34075.0,2,5,petrol,45,1197,5-Speed,Manual,82.0,115.0,17.19,7711.111111111111
85,Honda,City,2020,brown,sedan,14414.0,1,5,petrol,40,1498,6-Speed,Automatic,119.35,145.0,18.4,15155.555555555555
86,Ford,EcoSport,2018,brown,suv,35796.0,1,5,petrol,52,1496,5-Speed,Manual,120.69,149.0,15.9,8700.0
87,MarutiSuzuki,Swift,2020,red,hatchback,38199.0,2,5,petrol,37,1197,5-Speed,Manual,81.8,113.0,21.21,6977.777777777777
88,Nissan,Magnite,2021,silver,suv,8197.0,1,5,petrol,40,999,5-Speed,Manual,99.0,160.0,20.0,9833.333333333334
89,MarutiSuzuki,Baleno,2018,grey,hatchback,27626.0,1,5,petrol,37,1197,CVT,Automatic,81.8,113.0,19.56,8044.444444444444
90,Hyundai,Xcent,2014,blue,sedan,48106.0,1,5,petrol,43,1197,5-Speed,Manual,81.0,114.0,19.1,5222.222222222223
91,MarutiSuzuki,Ciaz,2021,grey,sedan,12031.0,1,5,petrol,43,1499,5-Speed,Manual,103.25,138.0,20.65,12055.555555555555
92,MarutiSuzuki,Celerio,2021,grey,hatchback,5992.0,1,5,petrol,35,998,5-Speed,Manual,67.04,90.0,21.63,6888.888888888889
93,Volkswagen,Polo,2020,red,hatchback,20427.0,1,5,petrol,45,999,5-Speed,Manual,75.1,95.0,17.74,7322.222222222223
94,Tata,Altroz,2022,red,hatchback,8560.0,1,5,petrol,37,1199,5-Speed,Manual,108.0,140.0,18.1,10588.888888888889
95,Hyundai,Creta,2019,red,suv,58693.0,1,5,petrol,55,1591,6-Speed,Automatic,121.3,151.0,15.8,13033.333333333334
96,MarutiSuzuki,S-Presso,2020,grey,hatchback,18282.0,1,5,petrol,27,998,5-Speed,Manual,67.0,90.0,21.7,5077.777777777777
97,MarutiSuzuki,S-Presso,2020,grey,hatchback,17214.0,1,5,petrol,27,998,5-Speed,Manual,67.0,90.0,21.7,5122.222222222223
98,MarutiSuzuki,Swift,2013,red,hatchback,77692.0,1,5,diesel,43,1248,5-Speed,Manual,74.0,190.0,22.9,5233.333333333333
99,MarutiSuzuki,Ciaz,2020,white,sedan,10381.0,1,5,petrol,43,1462,5-Speed,Manual,103.25,138.0,20.65,10022.222222222223
100,Honda,WR-V,2017,silver,suv,28831.0,1,5,petrol,40,1199,5-Speed,Manual,88.5,110.0,16.5,8788.888888888889
101,Toyota,Etios,2014,grey,sedan,72359.0,1,5,petrol,45,1496,5-Speed,Manual,90.0,132.0,17.57,5622.222222222223
102,MarutiSuzuki,Dzire,2017,blue,sedan,36922.0,2,5,petrol,37,1197,5-Speed,Manual,88.5,113.0,23.26,6600.0
103,Hyundai,i10,2013,silver,hatchback,72356.0,1,5,petrol,35,1197,4-Speed,Automatic,78.9,111.8,16.95,4022.222222222222
104,Hyundai,Verna,2018,white,sedan,55760.0,1,5,diesel,43,1582,6-Speed,Automatic,121.0,158.0,24.75,10155.555555555555
105,Hyundai,Elitei20,2015,red,hatchback,77836.0,1,5,petrol,45,1197,5-Speed,Manual,81.83,114.7,18.6,6044.444444444444
106,Volkswagen,Vento,2014,silver,sedan,68269.0,2,5,petrol,55,1598,5-Speed,Manual,103.2,153.0,16.09,5700.0
107,Renault,Triber,2020,yellow,muv,62659.0,1,7,petrol,40,999,5-Speed,Manual,72.0,96.0,18.2,8188.888888888889
108,MarutiSuzuki,Dzire,2018,brown,sedan,59847.0,1,5,petrol,37,1197,5-Speed,Manual,88.5,113.0,23.26,7377.777777777777
109,Hyundai,Verna,2018,white,sedan,83607.0,1,5,diesel,43,1582,6-Speed,Automatic,126.0,260.0,24.75,11411.111111111111
110,Hyundai,Elitei20,2015,silver,hatchback,33439.0,2,5,petrol,45,1197,5-Speed,Manual,81.83,114.7,18.6,6388.888888888889
111,Honda,WR-V,2018,silver,suv,81799.0,1,5,diesel,40,1498,6-Speed,Automatic,97.89,200.0,23.7,9355.555555555555
112,Volkswagen,Polo,2019,silver,hatchback,30378.0,1,5,petrol,45,999,5-Speed,Manual,74.96,95.0,18.24,8244.444444444445
113,Nissan,Magnite,2022,red,suv,5129.0,1,5,petrol,40,999,CVT,Automatic,99.0,152.0,17.7,11900.0
114,Hyundai,Venue,2021,blue,suv,8873.0,1,5,petrol,45,998,6-Speed,Automatic,118.35,171.6,18.27,11600.0
115,Hyundai,Verna,2014,blue,sedan,78297.0,2,5,diesel,43,1582,4-Speed,Automatic,126.0,260.0,17.0,7100.0
116,Jeep,Compass,2017,white,suv,50808.0,1,5,diesel,60,1956,6-Speed,Automatic,170.0,350.0,16.3,18322.222222222223
117,MarutiSuzuki,Alto800,2020,grey,hatchback,16384.0,1,5,petrol,35,796,5-Speed,Manual,47.3,69.0,22.05,4355.555555555556
118,Tata,Tiago,2020,yellow,hatchback,16123.0,1,5,petrol,35,1199,5-Speed,Manual,85.0,113.0,20.0,6955.555555555556
119,Hyundai,Eon,2016,red,hatchback,47487.0,2,5,petrol,32,814,5-Speed,Manual,68.05,94.14,20.03,3555.5555555555557
120,Hyundai,Grandi10,2019,grey,hatchback,25632.0,1,5,petrol,43,1197,5-Speed,Manual,81.86,113.75,18.9,6433.333333333333
121,Volkswagen,Ameo,2017,grey,sedan,33269.0,1,5,petrol,45,1198,5-Speed,Manual,73.75,110.0,17.0,6755.555555555556
122,MarutiSuzuki,Swift,2018,red,hatchback,73950.0,1,5,diesel,42,1248,5-Speed,Manual,74.0,190.0,25.2,8588.888888888889
123,Renault,Lodgy,2015,silver,muv,70520.0,1,8,diesel,50,1461,5-Speed,Manual,108.0,245.0,21.04,6833.333333333333
124,Honda,Jazz,2015,white,hatchback,50735.0,2,5,petrol,40,1199,5-Speed,Manual,88.51,110.0,16.6,5766.666666666667
125,Tata,Punch,2021,bronze,suv,6491.0,1,5,petrol,37,1199,5-Speed,Manual,84.0,113.0,18.9,9655.555555555555
126,Mahindra,Scorpio,2019,black,suv,42905.0,1,7,diesel,60,2179,6-Speed,Automatic,138.13,320.0,16.36,15544.444444444445
127,Chevrolet,Beat,2015,red,hatchback,42222.0,1,5,diesel,35,936,5-Speed,Manual,57.0,150.0,25.44,3955.5555555555557
128,Ford,EcoSport,2014,silver,suv,97902.0,1,5,diesel,52,1498,5-Speed,Manual,89.0,204.0,22.7,6244.444444444444
129,Hyundai,Grandi10,2018,grey,hatchback,16760.0,1,5,petrol,43,1197,5-Speed,Manual,81.86,113.75,18.9,5800.0
130,Hyundai,Elitei20,2019,red,hatchback,24860.0,1,5,petrol,40,1197,5-Speed,Manual,81.86,117.0,18.6,7766.666666666667
131,Hyundai,Grandi10,2016,grey,hatchback,20685.0,1,5,petrol,43,1197,5-Speed,Manual,82.0,114.0,18.9,5666.666666666667
132,MarutiSuzuki,S-Presso,2021,red,hatchback,2163.0,1,5,petrol,27,998,5-Speed,Manual,67.0,90.0,21.01,5688.888888888889
133,Toyota,EtiosLiva,2018,white,hatchback,18170.0,1,5,petrol,45,1197,5-Speed,Manual,79.0,104.0,18.16,7311.111111111111
134,Honda,Brio,2012,blue,hatchback,66699.0,1,5,petrol,35,1198,5-Speed,Manual,86.8,109.0,19.4,4100.0
135,MarutiSuzuki,Ciaz,2020,silver,sedan,19958.0,1,5,petrol,43,1499,5-Speed,Manual,103.25,138.0,20.65,10733.333333333334
136,Ford,EcoSport,2021,silver,suv,15924.0,1,5,petrol,52,1496,5-Speed,Manual,120.69,149.0,15.9,10355.555555555555
137,Hyundai,Eon,2018,red,hatchback,24428.0,1,5,petrol,32,814,5-Speed,Manual,68.05,94.14,20.03,4311.111111111111
138,Toyota,Etios,2013,red,sedan,51187.0,1,5,petrol,45,1496,5-Speed,Manual,80.0,132.0,17.57,5433.333333333333
139,Toyota,CorollaAltis,2016,black,sedan,47767.0,1,5,petrol,55,1798,6-Speed,Automatic,138.0,173.0,16.7,10288.888888888889
140,MGMotors,Hector,2020,maroon,suv,33433.0,1,5,petrol,60,1451,6-Speed,Automatic,141.0,250.0,13.96,18988.88888888889
141,MarutiSuzuki,Ciaz,2020,white,sedan,40635.0,1,5,petrol,43,1499,5-Speed,Manual,103.25,138.0,20.65,11544.444444444445
142,MGMotors,Hector,2020,red,suv,25835.0,1,5,petrol,60,1451,6-Speed,Automatic,141.0,250.0,13.96,19666.666666666668
143,MarutiSuzuki,Ciaz,2020,grey,sedan,30752.0,1,5,petrol,43,1462,4-Speed,Automatic,103.25,138.0,20.0,12922.222222222223
144,Honda,City,2020,red,sedan,16332.0,1,5,petrol,40,1498,6-Speed,Automatic,119.35,145.0,18.4,14988.888888888889
145,Kia,Seltos,2020,orange,suv,20930.0,1,5,petrol,50,1353,7-Speed,Automatic,138.0,242.0,16.8,18944.444444444445
146,Ford,Figo,2019,red,hatchback,14499.0,1,5,diesel,40,1499,5-Speed,Manual,98.96,215.0,24.4,8211.111111111111
147,Hyundai,Verna,2014,grey,sedan,72009.0,1,5,diesel,43,1582,6-Speed,Automatic,126.0,260.0,17.0,6666.666666666667
148,Hyundai,Venue,2019,white,suv,23164.0,1,5,petrol,45,998,6-Speed,Automatic,118.35,171.6,18.27,11544.444444444445
149,MarutiSuzuki,Ciaz,2019,blue,sedan,28618.0,1,5,petrol,43,1499,5-Speed,Manual,103.25,138.0,20.65,10555.555555555555
150,Honda,WR-V,2017,red,suv,88695.0,1,5,petrol,40,1199,5-Speed,Manual,88.5,110.0,16.5,8311.111111111111
151,MarutiSuzuki,Dzire,2018,blue,sedan,7858.0,1,5,petrol,37,1499,5-Speed,Manual,88.5,113.0,24.12,9111.111111111111
152,Hyundai,i20Active,2016,red,crossover,88827.0,1,5,petrol,45,1197,5-Speed,Manual,82.0,115.0,17.19,7166.666666666667
153,Tata,Zest,2017,silver,sedan,7697.0,1,5,petrol,44,1193,5-Speed,Manual,89.0,140.0,17.57,6333.333333333333
154,MGMotors,Hector,2020,black,suv,31271.0,1,5,petrol,60,1451,6-Speed,Automatic,141.0,250.0,13.96,19600.0
155,Hyundai,Elitei20,2018,red,hatchback,17121.0,1,5,petrol,45,1197,5-Speed,Manual,82.0,115.0,18.6,7522.222222222223
156,Hyundai,FluidicVerna4S,2017,white,sedan,60287.0,1,5,petrol,43,1591,4-Speed,Automatic,121.3,154.9,17.0,9300.0
157,MGMotors,Hector,2020,red,suv,8265.0,1,5,petrol,60,1451,6-Speed,Automatic,141.0,250.0,13.96,20288.88888888889
158,Jeep,Compass,2017,red,suv,43091.0,2,5,diesel,60,1956,6-Speed,Automatic,170.0,350.0,17.1,14333.333333333334
159,Jeep,Compass,2017,blue,suv,44503.0,1,5,diesel,60,1956,6-Speed,Automatic,170.63,350.0,17.1,17322.222222222223
160,Hyundai,NewSantro1.1,2020,blue,hatchback,17056.0,1,5,petrol,35,1086,5-Speed,Manual,68.07,99.07,20.3,5811.111111111111
161,MarutiSuzuki,S-Cross,2018,blue,suv,61922.0,1,5,diesel,48,1248,5-Speed,Manual,89.0,200.0,23.65,10466.666666666666
162,Hyundai,i20Active,2017,silver,crossover,60629.0,1,5,petrol,45,1197,5-Speed,Manual,82.0,115.0,17.19,8055.555555555556
163,Hyundai,i20Active,2017,black,crossover,32602.0,1,5,petrol,45,1197,5-Speed,Manual,82.0,115.0,17.19,7900.0
164,Ford,EcoSport,2020,silver,suv,26116.0,1,5,petrol,52,1496,5-Speed,Manual,121.0,149.0,21.17,10822.222222222223
165,Hyundai,i20Active,2016,brown,crossover,90058.0,1,5,petrol,45,1197,5-Speed,Manual,82.0,115.0,17.19,6755.555555555556
166,Hyundai,i10,2012,grey,hatchback,63676.0,1,5,petrol,35,1086,5-Speed,Manual,68.05,99.04,19.81,3033.3333333333335
167,Hyundai,i10,2011,grey,hatchback,43918.0,2,5,petrol,35,1197,4-Speed,Automatic,78.9,111.8,16.95,3377.777777777778
168,MarutiSuzuki,Alto800,2020,silver,hatchback,6301.0,1,5,petrol,35,796,5-Speed,Manual,47.3,69.0,22.05,4011.1111111111113
169,Renault,Kwid,2017,grey,hatchback,29907.0,1,5,petrol,28,799,5-Speed,Manual,53.3,72.0,25.12,4055.5555555555557
170,Hyundai,Elitei20,2016,white,hatchback,41218.0,1,5,diesel,45,1396,6-Speed,Automatic,89.0,220.0,22.54,6844.444444444444
171,MarutiSuzuki,Ertiga,2015,brown,muv,5475.0,1,7,petrol,45,1373,5-Speed,Manual,93.7,130.0,16.02,7666.666666666667
172,Hyundai,Grandi10Nios,2022,blue,hatchback,4305.0,1,5,petrol,37,1197,5-Speed,Manual,81.86,113.75,20.07,8322.222222222223
173,Ford,EcoSport,2017,bronze,suv,43112.0,1,5,diesel,52,1498,5-Speed,Manual,99.0,205.0,22.7,6877.777777777777
174,Volkswagen,Polo,2015,grey,hatchback,53807.0,1,5,diesel,45,1498,5-Speed,Manual,88.0,230.0,20.18,6077.777777777777
175,Hyundai,Elitei20,2015,silver,hatchback,37837.0,1,5,petrol,45,1197,5-Speed,Manual,82.0,115.0,18.6,6433.333333333333
176,Renault,Triber,2019,white,muv,11074.0,1,7,petrol,40,999,5-Speed,Manual,71.0,96.0,20.0,7622.222222222223
177,MarutiSuzuki,Baleno,2017,blue,hatchback,15748.0,1,5,petrol,37,1197,5-Speed,Manual,81.8,113.0,21.01,7544.444444444444
178,MarutiSuzuki,Ritz,2015,red,hatchback,14593.0,1,5,petrol,43,1197,5-Speed,Manual,85.0,113.0,18.5,4444.444444444444
179,MarutiSuzuki,Ciaz,2015,white,sedan,30228.0,1,5,petrol,43,1373,4-Speed,Automatic,91.0,130.0,19.12,6800.0
180,MGMotors,HectorPlus,2020,black,suv,44897.0,1,6,petrol,60,1451,6-Speed,Automatic,141.0,250.0,11.67,18266.666666666668
181,MarutiSuzuki,WagonR1.0,2013,grey,hatchback,55995.0,1,5,petrol,35,998,5-Speed,Manual,67.1,90.0,18.9,3800.0
182,Tata,Altroz,2021,grey,hatchback,9936.0,1,5,petrol,37,1199,5-Speed,Manual,84.82,113.0,19.05,8777.777777777777
183,Hyundai,Eon,2017,red,hatchback,18790.0,1,5,petrol,32,814,5-Speed,Manual,68.05,94.14,20.03,4000.0
184,MarutiSuzuki,Alto800,2015,red,hatchback,64323.0,1,5,petrol,35,796,5-Speed,Manual,47.3,69.0,22.74,3066.6666666666665
185,Hyundai,i10,2013,red,hatchback,32849.0,1,5,petrol,35,1197,5-Speed,Manual,78.9,111.7,20.36,3911.1111111111113
186,MarutiSuzuki,Alto800,2020,red,hatchback,22777.0,1,5,petrol,35,796,5-Speed,Manual,47.33,69.0,22.05,4033.3333333333335
187,Hyundai,i10,2013,white,hatchback,37652.0,1,5,petrol,35,1086,5-Speed,Manual,68.05,99.04,19.81,3700.0
188,Hyundai,Elitei20,2016,red,hatchback,93446.0,1,5,diesel,45,1396,6-Speed,Automatic,88.73,219.7,22.54,6544.444444444444
189,Renault,Kiger,2022,blue,suv,11031.0,1,5,petrol,40,999,5-Speed,Manual,71.0,96.0,19.17,8166.666666666667
190,MarutiSuzuki,Swift,2021,white,hatchback,9752.0,1,5,petrol,37,1197,5-Speed,Manual,81.8,113.0,21.21,8777.777777777777
191,MarutiSuzuki,VitaraBrezza,2019,red,suv,15418.0,1,5,diesel,48,1248,5-Speed,Manual,89.0,200.0,24.3,12411.111111111111
192,MarutiSuzuki,Swift,2020,grey,hatchback,8249.0,1,5,petrol,37,1197,5-Speed,Manual,81.8,113.0,21.21,7333.333333333333
193,Hyundai,Grandi10Nios,2021,blue,hatchback,10514.0,1,5,petrol,37,1197,5-Speed,Manual,81.86,113.75,20.7,7533.333333333333
