ID,Make,Model,Make_Year,Color,Body_Type,kilometers_run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),CC_Displacement,Transmission,Transmission_Type,Power(BHP),Torque(Nm),kilometer_at_liter,Price
865,MarutiSuzuki,Alto800,2013,red,hatchback,40545.0,1,5,petrol,35,796,5-Speed,Manual,47.3,69.0,22.74,3544.4444444444443
866,MarutiSuzuki,S-Presso,2021,grey,hatchback,15836.0,1,5,petrol,27,998,5-Speed,Manual,67.0,90.0,21.7,5777.777777777777
867,MarutiSuzuki,Eeco,2020,grey,muv,11212.0,1,5,petrol,40,1197,5-Speed,Manual,72.42,98.0,16.11,5544.444444444444
868,Hyundai,Elitei20,2015,white,hatchback,52501.0,1,5,petrol,45,1197,5-Speed,Manual,81.83,114.7,18.6,7355.555555555556
869,Renault,Kiger,2021,red,suv,6052.0,1,5,petrol,40,1298,5-Speed,Automatic,71.0,96.0,19.03,10400.0
870,MarutiSuzuki,Dzire,2018,blue,sedan,20326.0,1,5,petrol,37,1197,5-Speed,Automatic,88.5,113.0,24.12,8188.888888888889
871,Toyota,EtiosLiva,2011,red,hatchback,50009.0,1,5,petrol,45,1596,5-Speed,Automatic,79.0,104.0,17.71,4877.777777777777
872,Toyota,EtiosLiva,2011,red,hatchback,50009.0,1,5,petrol,45,1596,5-Speed,Automatic,79.0,104.0,17.71,4877.777777777777
873,Toyota,EtiosLiva,2011,red,hatchback,50009.0,1,5,petrol,45,1496,5-Speed,Manual,79.0,104.0,17.71,4877.777777777777
874,Toyota,EtiosLiva,2011,red,hatchback,50009.0,1,5,petrol,45,1496,5-Speed,Manual,79.0,104.0,17.71,4877.777777777777
875,MarutiSuzuki,S-Presso,2021,grey,hatchback,15113.0,1,5,petrol,27,998,5-Speed,Manual,67.0,90.0,21.01,6033.333333333333
876,Hyundai,Verna,2014,white,sedan,50071.0,1,5,petrol,43,1591,5-Speed,Automatic,121.0,158.0,17.01,7655.555555555556
877,MarutiSuzuki,Eeco,2020,white,muv,9832.0,1,5,petrol,40,1197,5-Speed,Manual,72.42,98.0,16.11,5500.0
878,Ford,Freestyle,2018,grey,crossover,43273.0,1,5,petrol,42,1298,5-Speed,Automatic,94.93,119.0,18.5,6855.555555555556
879,MarutiSuzuki,Ritz,2014,silver,hatchback,44193.0,1,5,petrol,43,1197,5-Speed,Manual,85.0,113.0,18.5,5211.111111111111
880,Hyundai,Xcent,2017,red,sedan,36208.0,1,5,petrol,43,1596,4-Speed,Manual,81.86,113.75,20.14,7433.333333333333
881,Hyundai,Xcent,2017,red,sedan,36208.0,1,5,petrol,43,1596,4-Speed,Manual,81.86,113.75,20.14,7433.333333333333
882,Hyundai,Xcent,2017,red,sedan,36208.0,1,5,petrol,43,1197,4-Speed,Manual,81.86,113.75,20.14,7433.333333333333
883,Hyundai,Xcent,2017,red,sedan,36208.0,1,5,petrol,43,1197,4-Speed,Manual,81.86,113.75,20.14,7433.333333333333
884,Hyundai,i20Active,2017,brown,crossover,43613.0,1,5,petrol,45,1197,5-Speed,Automatic,82.0,115.0,17.19,8355.555555555555
885,Honda,City,2018,brown,sedan,46006.0,1,5,petrol,40,1196,5-Speed,Automatic,117.6,145.0,18.0,12577.777777777777
886,Hyundai,i20Active,2018,brown,crossover,35015.0,2,5,petrol,45,1197,5-Speed,Automatic,82.0,115.0,17.19,8444.444444444445
887,Hyundai,Eon,2017,white,hatchback,55670.0,1,5,petrol,32,1798,5-Speed,Manual,55.2,74.5,21.1,4077.777777777778
888,Hyundai,Grandi10,2018,silver,hatchback,38961.0,1,5,petrol,43,1197,5-Speed,Automatic,81.86,113.75,18.9,6311.111111111111
889,Hyundai,Verna,2020,blue,sedan,41843.0,1,5,petrol,45,1497,5-Speed,Automatic,113.0,144.0,18.4,16088.888888888889
890,Hyundai,Grandi10,2018,white,hatchback,13846.0,2,5,petrol,43,1197,5-Speed,Automatic,81.86,113.75,18.9,6433.333333333333
891,MarutiSuzuki,AltoK10,2019,orange,hatchback,16712.0,2,5,petrol,35,1798,5-Speed,Manual,67.1,90.0,23.95,5277.777777777777
892,Ford,EcoSport,2015,red,suv,92474.0,2,5,diesel,52,1498,5-Speed,Manual,89.0,204.0,22.7,7055.555555555556
893,MarutiSuzuki,Ciaz,2014,black,sedan,44815.0,1,5,petrol,43,1373,5-Speed,Manual,91.0,130.0,20.73,7188.888888888889
894,Honda,City,2020,white,sedan,13209.0,1,5,petrol,40,1498,6-Speed,Manual,119.3,145.0,18.4,14600.0
895,Hyundai,Eon,2013,red,hatchback,48721.0,1,5,petrol,32,814,5-Speed,Manual,55.2,74.5,21.1,3622.222222222222
896,Mahindra,Scorpio,2015,blue,suv,41651.0,1,7,diesel,60,2179,5-Speed,Manual,120.0,280.0,15.4,12522.222222222223
897,Hyundai,NewSantro1.1,2019,blue,hatchback,8842.0,1,5,petrol,35,1086,5-Speed,Manual,68.07,99.07,20.3,6277.777777777777
898,Volkswagen,Ameo,2016,blue,sedan,64313.0,1,5,petrol,45,1298,5-Speed,Automatic,73.75,110.0,17.0,6144.444444444444
899,MarutiSuzuki,S-Cross,2016,brown,suv,52220.0,1,5,diesel,48,1248,5-Speed,Automatic,89.0,200.0,23.65,9233.333333333334
900,Ford,FigoAspire,2019,red,sedan,10370.0,1,5,petrol,42,1798,5-Speed,Manual,94.93,119.0,18.5,8622.222222222223
901,Honda,Amaze,2016,brown,sedan,60656.0,1,5,petrol,35,1198,5-Speed,Manual,86.7,109.0,18.0,5922.222222222223
902,MarutiSuzuki,Alto800,2020,red,hatchback,12433.0,1,5,petrol,35,796,5-Speed,Manual,47.3,69.0,22.05,4922.222222222223
903,Volkswagen,Polo,2013,grey,hatchback,53735.0,1,5,petrol,45,1198,5-Speed,Manual,73.9,110.0,16.47,5822.222222222223
904,Skoda,Superb,2014,red,sedan,46103.0,2,5,petrol,60,1798,7-Speed,Automatic,158.0,250.0,13.1,14433.333333333334
905,MarutiSuzuki,Alto800,2019,red,hatchback,2174.0,1,5,petrol,35,796,5-Speed,Manual,47.3,69.0,22.05,4666.666666666667
906,Volkswagen,Polo,2012,silver,hatchback,64878.0,1,5,petrol,45,1199,5-Speed,Manual,74.0,110.0,16.2,5000.0
907,Hyundai,Creta,2017,red,suv,76978.0,1,5,petrol,60,1591,6-Speed,Manual,122.0,154.0,15.29,13466.666666666666
908,Honda,Amaze,2018,white,sedan,33454.0,1,5,petrol,35,1199,5-Speed,Manual,88.76,110.0,18.6,8577.777777777777
909,Tata,Harrier,2019,white,suv,19589.0,1,5,diesel,50,1956,6-Speed,Manual,138.0,350.0,17.0,18877.777777777777
910,MarutiSuzuki,S-Presso,2021,silver,hatchback,17101.0,1,5,petrol+cng,27,998,5-Speed,Manual,67.0,90.0,31.19,6800.0
911,MarutiSuzuki,Ertiga,2015,brown,muv,51844.0,1,7,diesel,45,1248,5-Speed,Manual,89.0,200.0,20.77,10122.222222222223
912,Ford,EcoSport,2016,red,suv,91463.0,2,5,diesel,52,1498,5-Speed,Manual,99.0,205.0,22.7,7855.555555555556
913,Hyundai,Creta,2017,grey,suv,88895.0,2,5,diesel,60,1582,6-Speed,Manual,126.0,265.0,19.67,12200.0
914,Chevrolet,Beat,2014,green,hatchback,45080.0,1,5,petrol,35,1199,5-Speed,Manual,79.0,108.0,18.6,3722.222222222222
915,Volkswagen,Ameo,2016,grey,sedan,81709.0,1,5,petrol,45,1198,5-Speed,Automatic,73.75,110.0,17.0,6055.555555555556
916,Nissan,MicraActive,2015,silver,hatchback,48656.0,1,5,petrol,41,1198,5-Speed,Automatic,67.0,104.0,19.49,5277.777777777777
917,Ford,Freestyle,2019,red,crossover,17504.0,1,5,petrol,42,1298,5-Speed,Automatic,94.93,119.0,18.5,7411.111111111111
918,Tata,Nano,2013,blue,hatchback,33744.0,1,4,petrol,15,624,4-Speed,Manual,35.0,48.0,18.4,2088.8888888888887
919,Hyundai,Venue,2019,blue,suv,18398.0,2,5,petrol,45,998,6-Speed,Manual,118.35,171.6,18.27,10077.777777777777
920,Volkswagen,Ameo,2017,brown,sedan,41757.0,1,5,petrol,45,1198,5-Speed,Automatic,73.75,110.0,17.0,6877.777777777777
921,Hyundai,i20Active,2015,red,crossover,41086.0,1,5,diesel,45,1396,6-Speed,Automatic,89.0,220.0,21.19,8311.111111111111
922,MarutiSuzuki,Baleno,2019,silver,hatchback,25418.0,1,5,petrol,37,1197,5-Speed,Manual,81.8,113.0,21.01,8122.222222222223
923,MarutiSuzuki,AltoK10,2018,red,hatchback,23606.0,1,5,petrol,35,998,5-Speed,Manual,67.0,90.0,24.07,4388.888888888889
924,Renault,Triber,2020,red,muv,18798.0,1,7,petrol,40,999,5-Speed,Manual,71.0,96.0,20.0,8422.222222222223
925,MarutiSuzuki,S-Presso,2019,orange,hatchback,24105.0,1,5,petrol,27,998,5-Speed,Manual,67.0,90.0,21.01,5500.0
926,Volkswagen,Polo,2018,silver,hatchback,26394.0,1,5,petrol,45,999,5-Speed,Manual,75.01,95.0,17.74,7766.666666666667
927,Hyundai,Xcent,2017,silver,sedan,22538.0,2,5,petrol,43,1596,4-Speed,Manual,81.86,113.75,20.14,7233.333333333333
928,Hyundai,Xcent,2017,silver,sedan,22538.0,2,5,petrol,43,1596,4-Speed,Manual,81.86,113.75,20.14,7233.333333333333
929,Hyundai,Xcent,2017,silver,sedan,22538.0,2,5,petrol,43,1197,4-Speed,Manual,81.86,113.75,20.14,7233.333333333333
930,Hyundai,Xcent,2017,silver,sedan,22538.0,2,5,petrol,43,1197,4-Speed,Manual,81.86,113.75,20.14,7233.333333333333
931,Hyundai,SantroXing,2012,red,hatchback,34060.0,1,5,petrol,35,1086,5-Speed,Manual,62.1,96.1,17.92,3688.8888888888887
932,Hyundai,i20,2011,white,hatchback,46251.0,2,5,petrol,45,1197,5-Speed,Manual,80.0,112.0,18.5,4122.222222222223
933,Ford,Freestyle,2020,red,crossover,6886.0,1,5,petrol,42,1298,5-Speed,Automatic,94.93,119.0,18.5,8366.666666666666
934,Hyundai,Venue,2020,white,suv,26020.0,1,5,petrol,45,1798,6-Speed,Manual,118.35,171.6,18.27,12411.111111111111
935,Hyundai,Eon,2013,white,hatchback,33440.0,1,5,petrol,32,814,5-Speed,Manual,55.2,74.5,21.1,3388.8888888888887
936,Ford,EcoSport,2019,grey,suv,11800.0,1,5,petrol,52,1496,5-Speed,Automatic,120.69,149.0,15.9,10500.0
937,MGMotors,Hector,2019,white,suv,7339.0,1,5,petrol,60,1451,6-Speed,Automatic,141.0,250.0,13.96,19988.88888888889
938,MarutiSuzuki,Baleno,2017,orange,hatchback,41465.0,2,5,petrol,37,1197,5-Speed,Manual,81.8,113.0,21.01,7566.666666666667
939,MarutiSuzuki,Ertiga,2013,grey,muv,67020.0,1,7,petrol,45,1373,5-Speed,Manual,93.7,130.0,16.02,7711.111111111111
940,MarutiSuzuki,Omni,2014,white,muv,23885.0,1,8,petrol,36,796,4-Speed,Manual,34.0,59.0,16.8,3644.4444444444443
941,Tata,Harrier,2019,orange,suv,62300.0,1,5,diesel,50,1956,6-Speed,Manual,138.0,350.0,17.0,18722.222222222223
942,Renault,Scala,2014,black,sedan,34080.0,1,5,diesel,41,1461,5-Speed,Manual,85.0,200.0,21.64,6966.666666666667
943,Ford,EcoSport,2018,white,suv,78061.0,1,5,petrol,52,1496,6-Speed,Automatic,120.69,149.0,14.7,10388.888888888889
944,MarutiSuzuki,VitaraBrezza,2017,white,suv,28476.0,1,5,diesel,48,1248,5-Speed,Automatic,89.0,200.0,24.3,10111.111111111111
945,MarutiSuzuki,VitaraBrezza,2016,white,suv,38729.0,1,5,diesel,48,1248,5-Speed,Automatic,89.0,200.0,24.3,9000.0
946,MarutiSuzuki,Ignis,2017,blue,hatchback,26203.0,1,5,petrol,32,1197,5-Speed,Automatic,81.8,113.0,20.89,7222.222222222223
947,Tata,Nexon,2018,red,suv,35730.0,1,5,diesel,44,1497,6-Speed,Automatic,108.5,260.0,21.05,10600.0
948,MarutiSuzuki,Dzire,2018,grey,sedan,16491.0,1,5,petrol,37,1197,5-Speed,Automatic,88.5,113.0,23.26,8288.888888888889
949,Hyundai,Verna,2018,brown,sedan,35623.0,2,5,petrol,43,1591,6-Speed,Automatic,121.0,158.0,17.4,10700.0
950,MarutiSuzuki,Swift,2019,red,hatchback,15508.0,1,5,petrol,37,1197,5-Speed,Automatic,81.8,113.0,21.21,8711.111111111111
951,MarutiSuzuki,Dzire,2017,grey,sedan,34004.0,1,5,petrol,37,1197,5-Speed,Automatic,88.5,113.0,23.26,8077.777777777777
952,MarutiSuzuki,VitaraBrezza,2018,silver,suv,35042.0,1,5,diesel,48,1248,5-Speed,Automatic,88.5,200.0,24.3,11900.0
953,Hyundai,Verna,2018,orange,sedan,57046.0,1,5,petrol,43,1591,6-Speed,Automatic,121.0,158.0,17.4,9977.777777777777
954,Hyundai,Verna,2019,white,sedan,22546.0,1,5,petrol,43,1591,6-Speed,Automatic,121.0,158.0,17.4,11555.555555555555
955,MarutiSuzuki,VitaraBrezza,2018,red,suv,31570.0,1,5,diesel,48,1248,5-Speed,Automatic,89.0,200.0,24.3,12800.0
956,Honda,Jazz,2015,white,hatchback,49536.0,1,5,petrol,40,1199,5-Speed,Automatic,88.76,110.0,19.0,6622.222222222223
957,MarutiSuzuki,VitaraBrezza,2017,blue,suv,53719.0,1,5,diesel,48,1248,5-Speed,Automatic,89.0,200.0,24.3,9388.888888888889
958,MarutiSuzuki,Swift,2021,red,hatchback,10303.0,1,5,petrol,37,1197,5-Speed,Automatic,81.8,113.0,21.21,9066.666666666666
959,MarutiSuzuki,Swift,2020,red,hatchback,27437.0,1,5,petrol,37,1197,5-Speed,Automatic,81.8,113.0,21.21,8777.777777777777
960,Renault,Captur,2018,brown,suv,6603.0,1,5,petrol,50,1498,5-Speed,Automatic,105.0,142.0,13.87,11811.111111111111
961,Renault,Captur,2017,brown,suv,16556.0,2,5,petrol,50,1498,5-Speed,Automatic,105.0,142.0,13.87,9311.111111111111
962,MarutiSuzuki,Ignis,2018,silver,hatchback,25626.0,1,5,petrol,32,1197,5-Speed,Automatic,81.8,113.0,20.89,7366.666666666667
963,MarutiSuzuki,Swift,2021,blue,hatchback,9384.0,1,5,petrol,42,1197,5-Speed,Automatic,85.8,114.0,18.6,6555.555555555556
964,MarutiSuzuki,Swift,2020,grey,hatchback,6104.0,1,5,petrol,37,1197,5-Speed,Automatic,81.8,113.0,21.21,9311.111111111111
965,MarutiSuzuki,Swift,2019,grey,hatchback,21992.0,2,5,petrol,37,1197,5-Speed,Automatic,81.8,113.0,21.21,9211.111111111111
966,Renault,Captur,2018,orange,suv,54137.0,1,5,petrol,50,1498,5-Speed,Automatic,105.0,142.0,13.87,8877.777777777777
967,MarutiSuzuki,Dzire,2017,blue,sedan,33258.0,1,5,petrol,37,1197,5-Speed,Automatic,88.5,113.0,23.26,8022.222222222223
968,Hyundai,Verna,2018,white,sedan,23869.0,1,5,petrol,43,1591,6-Speed,Automatic,121.0,158.0,17.4,10622.222222222223
969,Hyundai,Verna,2019,white,sedan,14831.0,1,5,petrol,43,1591,6-Speed,Automatic,121.0,158.0,17.4,11411.111111111111
970,Hyundai,Verna,2014,silver,sedan,52846.0,1,5,petrol,43,1591,4-Speed,Automatic,121.0,158.0,17.01,8177.777777777777
971,Ford,Freestyle,2020,white,crossover,28335.0,2,5,diesel,42,1499,5-Speed,Automatic,98.96,215.0,18.5,8322.222222222223
972,MarutiSuzuki,Ignis,2018,silver,hatchback,41176.0,1,5,petrol,32,1197,5-Speed,Automatic,81.8,113.0,20.89,7677.777777777777
